Name,Rating,Reviews,Company Type,Location,Highly Rated For,Critically Rated For
Triveni Almirah,4.1,135,Furniture & Furnishing,Noida +19 other locations,"Salary & Benefits, Promotions / Appraisal, Skill Development / Learning",None
Cex Webuy Entertainment,3.8,136,Retail,Mumbai +10 other locations,None,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
Nipro India Corporation,3.5,135,Healthcare,Pune +14 other locations,None,"Promotions / Appraisal, Skill Development / Learning, Salary & Benefits"
MRCC Solutions,3.5,136,IT Services & Consulting,Mumbai +8 other locations,None,"Promotions / Appraisal, Job Security, Salary & Benefits"
Jayem Automotives,3.7,135,Auto Components,Coimbatore +7 other locations,None,"Promotions / Appraisal, Company Culture, Salary & Benefits"
Hurix Digital,3.3,135,Mumbai +6 other locations,Unknown,None,"Promotions / Appraisal, Job Security, Work Satisfaction"
HomeBazaar.com,3.9,135,Internet,Mumbai +7 other locations,"Company Culture, Salary & Benefits",Job Security
TVS Upasana Engineering,3.6,135,Automobile,Hosur +7 other locations,None,"Promotions / Appraisal, Work Life Balance, Work Satisfaction"
SAMCO Securities,3.8,136,Financial Services,Mumbai +11 other locations,None,"Salary & Benefits, Promotions / Appraisal"
TekisHub Consulting Services,4.4,135,IT Services & Consulting,Hyderabad / Secunderabad +10 other locations,"Company Culture, Work Life Balance, Salary & Benefits",None
Amagi Media Labs,3.4,135,Software Product,Bangalore / Bengaluru +3 other locations,None,"Promotions / Appraisal, Work Life Balance, Work Satisfaction"
Ebixcash World Money,3.7,135,FinTech,Mumbai +30 other locations,None,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
Globe Capital Market,3.7,135,Investment Banking / Venture Capital / Private Equity,New Delhi +24 other locations,Work Life Balance,"Promotions / Appraisal, Skill Development / Learning"
Semac Consultants,4.0,134,Engineering & Construction,Bangalore / Bengaluru +12 other locations,"Work Life Balance, Company Culture, Salary & Benefits",None
GO MO Group AB,4.2,134,Marketing & Advertising,Pune,"Skill Development / Learning, Company Culture, Work Satisfaction",None
AMBITION JOB,4.3,135,Recruitment,Hyderabad / Secunderabad +25 other locations,"Work Satisfaction, Job Security, Salary & Benefits",None
Kerakoll,4.4,134,Building Material,Vadodara +33 other locations,"Work Life Balance, Company Culture, Job Security",None
Adhaan Solutions,3.9,134,Recruitment,Ahmedabad +45 other locations,None,"Promotions / Appraisal, Job Security, Salary & Benefits"
Upland Software,4.6,134,Software Product,Bangalore / Bengaluru,"Company Culture, Work Life Balance, Work Satisfaction",None
VivaConnect,4.4,134,Telecom,Mumbai,"Skill Development / Learning, Work Satisfaction, Salary & Benefits",None
KLT Automotive & Tubular Products,3.8,134,Auto Components,Mumbai +13 other locations,"Work Life Balance, Skill Development / Learning","Promotions / Appraisal, Salary & Benefits"
Primary Health Centre,4.4,134,Bangalore / Bengaluru +56 other locations,Unknown,"Work Life Balance, Skill Development / Learning, Company Culture",None
Mark's,4.2,134,Telecom,Gurgaon / Gurugram +31 other locations,"Job Security, Work Life Balance, Skill Development / Learning",None
Nureca Limited,4.4,134,Medical Equipment,Chandigarh +13 other locations,"Company Culture, Work Satisfaction, Work Life Balance",None
SAI Consulting Engineers,4.3,134,Engineering & Construction,Ahmedabad +32 other locations,"Work Life Balance, Company Culture, Salary & Benefits",None
Cadeploy Engineering,3.0,134,Engineering & Construction,Hyderabad / Secunderabad +6 other locations,None,"Job Security, Promotions / Appraisal, Company Culture"
Toyota Kirloskar Auto Parts,4.4,134,Auto Components,Bangalore / Bengaluru +7 other locations,"Company Culture, Skill Development / Learning, Work Life Balance",None
Nahar Industrial Enterprises,3.8,134,Fashion & Textile,Chandigarh +13 other locations,Work Life Balance,Promotions / Appraisal
Vmoksha Technologies,4.4,134,IT Services & Consulting,Bangalore / Bengaluru +3 other locations,"Work Life Balance, Salary & Benefits, Skill Development / Learning",None
InSync Analytics,2.3,134,Analytics & KPO,Mumbai +4 other locations,None,"Work Life Balance, Work Satisfaction, Company Culture"
EDR Continuous Information,3.0,134,IT Services & Consulting,Chennai +1 other locations,None,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning"
A3logics,3.4,134,IT Services & Consulting,Jaipur +4 other locations,None,"Job Security, Salary & Benefits, Promotions / Appraisal"
Omega,3.7,134,Industrial Machinery,Chennai +18 other locations,"Company Culture, Skill Development / Learning",Promotions / Appraisal
INDIA TODAY GROUP,3.8,134,Media & Entertainment,New Delhi +9 other locations,Job Security,"Promotions / Appraisal, Salary & Benefits"
Global Consumer Products,4.0,134,FMCG,Bangalore / Bengaluru +35 other locations,"Skill Development / Learning, Salary & Benefits, Work Life Balance",None
Super Auto India,3.8,134,Industrial Machinery,Pune +5 other locations,None,"Salary & Benefits, Promotions / Appraisal, Company Culture"
Pratibha Syntex,4.0,134,Fashion & Textile,Indore +10 other locations,"Job Security, Skill Development / Learning, Work Life Balance",Promotions / Appraisal
Aster Cmi Hospital,4.0,134,Healthcare,Bangalore / Bengaluru +3 other locations,"Skill Development / Learning, Job Security, Company Culture","Promotions / Appraisal, Salary & Benefits"
Eicher Trucks and Buses,4.5,134,Automobile,Indore +45 other locations,"Skill Development / Learning, Job Security, Work Satisfaction",None
Shankar Packagings,2.8,135,Packaging,Vadodara +5 other locations,None,"Company Culture, Promotions / Appraisal, Salary & Benefits"
Steril Gene Life Sciences,3.8,136,Pharma,Pondicherry / Puducherry +5 other locations,"Job Security, Skill Development / Learning, Work Life Balance","Salary & Benefits, Promotions / Appraisal"
Apollo Telehealth Services,3.8,134,Healthcare,Hyderabad / Secunderabad +28 other locations,None,Promotions / Appraisal
Plintron Global Technology Solutions,3.0,134,Telecom,Chennai +2 other locations,None,"Promotions / Appraisal, Company Culture, Salary & Benefits"
Ideas2IT Technologies,3.8,134,Software Product,Chennai +5 other locations,"Job Security, Skill Development / Learning, Salary & Benefits",None
Vishay Precision Transducers,3.9,134,Semiconductors,Chennai +6 other locations,Work Life Balance,Promotions / Appraisal
AMS Comtel BPMS,3.3,135,IT Services & Consulting,New Delhi +9 other locations,None,"Promotions / Appraisal, Salary & Benefits, Company Culture"
Somika Sarl,4.2,134,Metals & Mining,Vadodara +13 other locations,"Salary & Benefits, Company Culture, Work Satisfaction",None
NeST Digital,3.5,134,IT Services & Consulting,Kochi +7 other locations,None,"Promotions / Appraisal, Job Security, Salary & Benefits"
Shri Bhagwati Machines,4.5,134,Industrial Machinery,Ajmer +5 other locations,"Skill Development / Learning, Company Culture, Work Life Balance",None
Silicon Valley Bank,4.3,134,Investment Banking / Venture Capital / Private Equity,Bangalore / Bengaluru +3 other locations,"Salary & Benefits, Company Culture, Skill Development / Learning",None
Express Roadways,3.5,135,Logistics,Hyderabad / Secunderabad +30 other locations,None,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
Nineleaps Technology Solutions,3.9,134,IT Services & Consulting,Bangalore / Bengaluru +2 other locations,"Skill Development / Learning, Work Life Balance, Company Culture",None
Schreiber Dynamix Dairies,4.2,134,Electronics Manufacturing,Pune +8 other locations,"Job Security, Work Life Balance, Salary & Benefits",None
Meinhardt Group,3.2,134,Engineering & Construction,Noida +25 other locations,None,"Promotions / Appraisal, Job Security, Salary & Benefits"
SMC Power Generation,3.8,134,Iron & Steel,Jharsuguda +10 other locations,None,"Promotions / Appraisal, Company Culture, Job Security"
PhableCare,2.7,133,Internet,Bangalore / Bengaluru +6 other locations,None,"Job Security, Promotions / Appraisal, Company Culture"
Solaris Chemtech,4.5,133,Chemicals,Bhuj +13 other locations,"Job Security, Skill Development / Learning, Company Culture",None
Natural Remedies,3.9,133,Pharma,Bangalore / Bengaluru +14 other locations,"Skill Development / Learning, Company Culture, Work Life Balance",Promotions / Appraisal
DSM SOFT,3.3,133,IT Services & Consulting,Tiruchirappalli +3 other locations,None,"Salary & Benefits, Promotions / Appraisal, Company Culture"
Harley-Davidson,4.0,133,Automobile,Gurgaon / Gurugram +30 other locations,"Work Life Balance, Company Culture","Job Security, Promotions / Appraisal"
Sharp Business Systems India,3.3,133,Consumer Electronics & Appliances,New Delhi +26 other locations,None,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning"
Exim Logistics,4.5,133,Logistics,Bhubaneswar +17 other locations,"Skill Development / Learning, Work Satisfaction, Company Culture",None
Medvarsity Online,3.3,133,Education & Training,Hyderabad / Secunderabad +4 other locations,None,"Job Security, Promotions / Appraisal, Work Satisfaction"
Oliva Skin and Hair Clinics,4.0,133,Healthcare,Hyderabad / Secunderabad +10 other locations,"Job Security, Skill Development / Learning, Company Culture",None
SECON Private Limited Bangalore INDIA,3.5,133,Engineering & Construction,Bangalore / Bengaluru +13 other locations,None,"Promotions / Appraisal, Company Culture, Work Satisfaction"
TAAZAA,4.3,133,IT Services & Consulting,Noida +2 other locations,"Company Culture, Skill Development / Learning, Work Satisfaction",None
Bygging India,4.0,134,Engineering & Construction,New Delhi +29 other locations,"Job Security, Skill Development / Learning, Work Satisfaction",Promotions / Appraisal
Inditex,4.0,133,Fashion & Textile,New Delhi +18 other locations,"Skill Development / Learning, Job Security, Company Culture",None
CL Educate,3.9,133,Education & Training,New Delhi +23 other locations,Job Security,Promotions / Appraisal
Ascendum Solutions,3.4,133,BPO,Bangalore / Bengaluru +6 other locations,None,"Promotions / Appraisal, Salary & Benefits, Company Culture"
M K Agrotech Private Limited,3.6,133,FMCG,Mysuru / Mysore +30 other locations,None,"Promotions / Appraisal, Job Security"
Housr,4.2,133,Hospitality,Gurgaon / Gurugram +6 other locations,"Salary & Benefits, Work Life Balance, Skill Development / Learning",None
Techmagnate,4.0,134,Marketing & Advertising,New Delhi +2 other locations,"Job Security, Salary & Benefits, Skill Development / Learning",None
Profectus Capital,3.8,134,Financial Services,Mumbai +27 other locations,"Work Life Balance, Skill Development / Learning, Salary & Benefits",Promotions / Appraisal
Mytrah Energy,3.6,133,Power,Hyderabad / Secunderabad +12 other locations,None,"Promotions / Appraisal, Salary & Benefits, Company Culture"
NSK,3.6,133,Industrial Machinery,Chennai +15 other locations,None,"Promotions / Appraisal, Skill Development / Learning, Work Satisfaction"
Ashish Life Science,3.9,133,Pharma,Mumbai +8 other locations,"Company Culture, Work Life Balance, Salary & Benefits",None
Vialto Partners,2.9,133,Bangalore / Bengaluru +6 other locations,Unknown,None,"Promotions / Appraisal, Work Satisfaction, Salary & Benefits"
Rimini Street,4.1,133,IT Services & Consulting,Hyderabad / Secunderabad +1 other locations,"Work Life Balance, Company Culture, Salary & Benefits",Skill Development / Learning
ValGenesis,3.4,133,Software Product,Chennai +4 other locations,None,"Company Culture, Skill Development / Learning, Job Security"
Bimal Auto Agency,3.5,133,Auto Components,Bangalore / Bengaluru +7 other locations,None,"Promotions / Appraisal, Job Security, Company Culture"
Gapbridge Software Services,3.5,134,IT Services & Consulting,Bangalore / Bengaluru +21 other locations,None,"Job Security, Salary & Benefits, Promotions / Appraisal"
The Souled Store,3.4,133,Fashion & Textile,Mumbai +13 other locations,None,"Job Security, Promotions / Appraisal, Work Life Balance"
Centelon,4.3,133,IT Services & Consulting,Pune +8 other locations,"Work Satisfaction, Work Life Balance, Company Culture",None
90+ My Tuition App,4.0,133,Internet,Thrissur +14 other locations,"Skill Development / Learning, Salary & Benefits, Promotions / Appraisal",None
Denso Ten Minda India,4.2,134,Auto Components,Gurgaon / Gurugram +7 other locations,"Job Security, Company Culture, Work Life Balance",None
Technofab Engineering,4.1,132,Oil & Gas,Faridabad +21 other locations,"Skill Development / Learning, Work Satisfaction, Company Culture",None
Dealmoney Securities,3.8,132,Financial Services,Mumbai +17 other locations,None,Promotions / Appraisal
S.M. Consultants,3.5,132,Management Consulting,Bhubaneswar +21 other locations,None,"Company Culture, Promotions / Appraisal, Salary & Benefits"
SurePrep,3.8,132,Software Product,Mumbai +3 other locations,Work Life Balance,Promotions / Appraisal
Affiliated Computer Services,3.6,132,IT Services & Consulting,Bangalore / Bengaluru +13 other locations,None,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning"
KayBee Bio Organics,3.7,133,Agro Chemicals,Pune +12 other locations,None,None
Ind swift ltd. Gbu,3.6,132,Chandigarh +19 other locations,Unknown,None,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning"
Reserve Bank of India,4.6,132,Banking,Mumbai +25 other locations,"Work Life Balance, Salary & Benefits, Job Security",None
World Health Organization,4.2,132,Government,New Delhi +64 other locations,"Skill Development / Learning, Work Satisfaction, Company Culture",None
New Era Technology,3.4,132,IT Services & Consulting,Bangalore / Bengaluru +4 other locations,None,"Promotions / Appraisal, Salary & Benefits, Company Culture"
Corbus,3.7,132,IT Services & Consulting,Noida +4 other locations,"Job Security, Work Life Balance, Company Culture","Salary & Benefits, Promotions / Appraisal"
Sri Ramachandra Institute of Higher Education and Research,4.1,132,Education & Training,Chennai +8 other locations,"Job Security, Skill Development / Learning, Work Life Balance",Salary & Benefits
Magicrete Building Solutions,3.6,132,Building Material,Surat +18 other locations,None,Promotions / Appraisal
Cadmaxx Solutions,3.3,132,IT Services & Consulting,Bangalore / Bengaluru +14 other locations,None,"Promotions / Appraisal, Job Security, Salary & Benefits"
Rane Group,4.0,132,Auto Components,Chennai +22 other locations,"Job Security, Skill Development / Learning, Company Culture",None
GTPL-KCBPL,4.0,132,Telecom,Kolkata +13 other locations,"Job Security, Company Culture, Work Life Balance",Promotions / Appraisal
GKB Opticals,4.2,132,Retail,Kolkata +22 other locations,"Job Security, Company Culture, Work Satisfaction",Promotions / Appraisal
Orchid Hotel,4.2,132,Hospitality,Mumbai +14 other locations,"Work Satisfaction, Salary & Benefits, Work Life Balance",None
